Bike Station,Place,Place Latitude,Place Longitude,Rating,Popularity,Price
Aquatic Centre,The Inukshuk,49.284303,-123.143552,No rating available,No popularity available,No price available
Aquatic Centre,Breka Bakery & Cafe,49.278414,-123.12788,No rating available,No popularity available,No price available
Aquatic Centre,Maxine's Cafe & Bar,49.277941,-123.131327,No rating available,No popularity available,No price available
Aquatic Centre,Le Crocodile Restaurant,49.282578,-123.125234,No rating available,No popularity available,No price available
Aquatic Centre,Stepho's Souvlaki Greek Taverna,49.280705,-123.131969,No rating available,No popularity available,No price available
Aquatic Centre,Matchstick Coffee Roasters,49.274404,-123.126239,No rating available,No popularity available,No price available
Aquatic Centre,The Liberty Distillery,49.270379,-123.134574,No rating available,No popularity available,No price available
Aquatic Centre,Shizen Ya,49.280725,-123.124913,No rating available,No popularity available,No price available
Aquatic Centre,Melriches Coffeehouse,49.282224,-123.134289,No rating available,No popularity available,No price available
Aquatic Centre,Sushi Mugen,49.278667,-123.128226,No rating available,No popularity available,No price available
Aquatic Centre,The Sandbar Seafood Restaurant,49.27216,-123.134158,No rating available,No popularity available,No price available
Aquatic Centre,Nando's,49.277864,-123.12767,No rating available,No popularity available,No price available
Aquatic Centre,The Mexican,49.278821,-123.12394,No rating available,No popularity available,No price available
Aquatic Centre,Greenhorn Cafe,49.286624,-123.133935,No rating available,No popularity available,No price available
Aquatic Centre,Samurai Japanese Restaurant,49.28053,-123.131711,No rating available,No popularity available,No price available
Aquatic Centre,Granville Island Brewing,49.270647,-123.135651,No rating available,No popularity available,No price available
Aquatic Centre,Fritz European Fry House,49.277256,-123.126564,No rating available,No popularity available,No price available
Aquatic Centre,The Keg Steakhouse & Bar,49.271157,-123.135695,No rating available,No popularity available,No price available
Aquatic Centre,Morrissey Irish Bar & Restaurant,49.276963,-123.126944,No rating available,No popularity available,No price available
Aquatic Centre,Pallet Coffee Roasters,49.279891,-123.123788,No rating available,No popularity available,No price available
Aquatic Centre,Cardero Bottega,49.287092,-123.135598,No rating available,No popularity available,No price available
Aquatic Centre,The Templeton,49.278491,-123.124398,No rating available,No popularity available,No price available
Aquatic Centre,The Fountainhead Pub,49.27966,-123.129771,No rating available,No popularity available,No price available
Aquatic Centre,Cazba Restaurant,49.280613,-123.13115,No rating available,No popularity available,No price available
Aquatic Centre,Lux Lounge,49.277992,-123.126627,No rating available,No popularity available,No price available
Aquatic Centre,Off the Tracks Bistro,49.270292,-123.133999,No rating available,No popularity available,No price available
Aquatic Centre,Coo Coo Coffee,49.275784,-123.123761,No rating available,No popularity available,No price available
Aquatic Centre,Elysian Coffee,49.279897,-123.127601,No rating available,No popularity available,No price available
Aquatic Centre,Starbucks,49.280036,-123.127045,No rating available,No popularity available,No price available
Aquatic Centre,Red Umbrella Cafe,49.286418,-123.140245,No rating available,No popularity available,No price available
Aquatic Centre,Gurkha Himalayan Kitchen,49.281122,-123.132086,No rating available,No popularity available,No price available
Aquatic Centre,Tartine Bread & Pies,49.274482,-123.13168,No rating available,No popularity available,No price available
Aquatic Centre,Donair Dude,49.277642,-123.125218,No rating available,No popularity available,No price available
Aquatic Centre,Burgoo,49.279933,-123.127523,No rating available,No popularity available,No price available
Aquatic Centre,Osake Artisan Sake Maker,49.270271,-123.133916,No rating available,No popularity available,No price available
Aquatic Centre,Pumpjack Pub,49.281472,-123.132602,No rating available,No popularity available,No price available
Aquatic Centre,Popina,49.273005,-123.134879,No rating available,No popularity available,No price available
Aquatic Centre,Donnellan's Irish Pub,49.278183,-123.124047,No rating available,No popularity available,No price available
Aquatic Centre,Two Parrots Taverna,49.276947,-123.126213,No rating available,No popularity available,No price available
Aquatic Centre,Cafe One,49.280185,-123.126976,No rating available,No popularity available,No price available
Aquatic Centre,Loose Moose Tapas Bar & Grill,49.279377,-123.1235,No rating available,No popularity available,No price available
Aquatic Centre,Blue Parrot Coffee,49.272624,-123.135577,No rating available,No popularity available,No price available
Aquatic Centre,Tap & Barrel Bridges,49.27285,-123.136488,No rating available,No popularity available,No price available
Aquatic Centre,Subway,49.279629,-123.126523,No rating available,No popularity available,No price available
Aquatic Centre,Tim Hortons,49.279192,-123.129893,No rating available,No popularity available,No price available
Aquatic Centre,Starbucks,49.272855,-123.147438,No rating available,No popularity available,No price available
Aquatic Centre,The Pirate Pub,49.275543,-123.135502,No rating available,No popularity available,No price available
Aquatic Centre,The Junction,49.280803,-123.132139,No rating available,No popularity available,No price available
Georgia & Thurlow,49th Parallel Café & Lucky's Doughnuts - THURLOW,49.286052,-123.122935,No rating available,No popularity available,No price available
Georgia & Thurlow,Joe Fortes Seafood & Chop House,49.284956,-123.124545,No rating available,No popularity available,No price available
Georgia & Thurlow,Thierry,49.284766,-123.122662,No rating available,No popularity available,No price available
Georgia & Thurlow,Coast Restaurant,49.284719,-123.123145,No rating available,No popularity available,No price available
Georgia & Thurlow,Konbiniya,49.286326,-123.127825,No rating available,No popularity available,No price available
Georgia & Thurlow,Breka Bakery & Cafe,49.285765,-123.127128,No rating available,No popularity available,No price available
Georgia & Thurlow,Guu,49.284107,-123.125364,No rating available,No popularity available,No price available
Georgia & Thurlow,Le Crocodile Restaurant,49.282578,-123.125234,No rating available,No popularity available,No price available
Georgia & Thurlow,Ramen Danbo - Robson,49.287499,-123.12898,No rating available,No popularity available,No price available
Georgia & Thurlow,Hawksworth Restaurant,49.283302,-123.11938,No rating available,No popularity available,No price available
Georgia & Thurlow,Koffie,49.287035,-123.11953,No rating available,No popularity available,No price available
Georgia & Thurlow,Earl's Restaurant,49.285939,-123.126494,No rating available,No popularity available,No price available
Georgia & Thurlow,Tableau Bar Bistro,49.287591,-123.123553,No rating available,No popularity available,No price available
Georgia & Thurlow,Boulevard Kitchen & Oyster Bar,49.283021,-123.123893,No rating available,No popularity available,No price available
Georgia & Thurlow,Cactus Club Cafe Bentall 5,49.285532,-123.118834,No rating available,No popularity available,No price available
Georgia & Thurlow,JOEY Burrard,49.282707,-123.123298,No rating available,No popularity available,No price available
Georgia & Thurlow,Gotham Steakhouse & Cocktail Bar,49.282814,-123.115925,No rating available,No popularity available,No price available
Georgia & Thurlow,The Keg Steakhouse + Bar,49.283447,-123.116466,No rating available,No popularity available,No price available
Georgia & Thurlow,Cactus Club Cafe,49.289603,-123.118045,No rating available,No popularity available,No price available
Georgia & Thurlow,Notch8 Restaurant,49.283844,-123.120961,No rating available,No popularity available,No price available
Georgia & Thurlow,Tap & Barrel,49.289881,-123.116933,No rating available,No popularity available,No price available
Georgia & Thurlow,Cardero's Restaurant & Marine Pub,49.291554,-123.127461,No rating available,No popularity available,No price available
Georgia & Thurlow,Breka Bakery & Café,49.285619,-123.114947,No rating available,No popularity available,No price available
Georgia & Thurlow,Cafe Medina,49.280498,-123.116863,No rating available,No popularity available,No price available
Georgia & Thurlow,Greenhorn Cafe,49.286624,-123.133935,No rating available,No popularity available,No price available
Georgia & Thurlow,JOEY Bentall One,49.286469,-123.118589,No rating available,No popularity available,No price available
Georgia & Thurlow,Nero Belgian Waffle Bar,49.278311,-123.122111,No rating available,No popularity available,No price available
Georgia & Thurlow,Miku,49.286766,-123.112205,No rating available,No popularity available,No price available
Georgia & Thurlow,Bel Cafe,49.283302,-123.11938,No rating available,No popularity available,No price available
Georgia & Thurlow,Pallet Coffee Roasters,49.279891,-123.123788,No rating available,No popularity available,No price available
Georgia & Thurlow,Diva at the Met,49.28388,-123.118206,No rating available,No popularity available,No price available
Georgia & Thurlow,Score on Davie,49.282285,-123.134538,No rating available,No popularity available,No price available
Georgia & Thurlow,Japadog,49.280189,-123.118297,No rating available,No popularity available,No price available
Georgia & Thurlow,The Poke Guy,49.283786,-123.112032,No rating available,No popularity available,No price available
Georgia & Thurlow,Homer St. Cafe and Bar,49.278455,-123.11823,No rating available,No popularity available,No price available
Georgia & Thurlow,Steamworks Brewing Co,49.284949,-123.110915,No rating available,No popularity available,No price available
Georgia & Thurlow,Breka Bakery & Cafe,49.278414,-123.12788,No rating available,No popularity available,No price available
Georgia & Thurlow,Kirin Mandarin Restaurant,49.286315,-123.125553,No rating available,No popularity available,No price available
Georgia & Thurlow,Timber,49.286953,-123.129015,No rating available,No popularity available,No price available
Georgia & Thurlow,Trees Organic Coffee,49.284816,-123.114392,No rating available,No popularity available,No price available
Georgia & Thurlow,Dublin Calling,49.280066,-123.121369,No rating available,No popularity available,No price available
Georgia & Thurlow,De Dutch Vancouver Convention Centre,49.290087,-123.11687,No rating available,No popularity available,No price available
Georgia & Thurlow,The Templeton,49.278491,-123.124398,No rating available,No popularity available,No price available
Georgia & Thurlow,JINYA Ramen Bar - Vancouver Downtown,49.280369,-123.117907,No rating available,No popularity available,No price available
Georgia & Thurlow,Palate Kitchen,49.286535,-123.115512,No rating available,No popularity available,No price available
Georgia & Thurlow,Earls,49.281585,-123.123689,No rating available,No popularity available,No price available
Georgia & Thurlow,Menya Itto,49.288683,-123.130623,No rating available,No popularity available,No price available
Georgia & Thurlow,Fritz European Fry House,49.277256,-123.126564,No rating available,No popularity available,No price available
Georgia & Thurlow,H Tasting Lounge,49.29228,-123.128821,No rating available,No popularity available,No price available
Georgia & Thurlow,Moose's Down Under,49.285558,-123.116483,No rating available,No popularity available,No price available
Cordova & Granville,Miku,49.286766,-123.112205,No rating available,No popularity available,No price available
Cordova & Granville,Steamworks Brewing Co,49.284949,-123.110915,No rating available,No popularity available,No price available
Cordova & Granville,Fairmont Waterfront,49.287101,-123.113775,No rating available,No popularity available,No price available
Cordova & Granville,The Poke Guy,49.283786,-123.112032,No rating available,No popularity available,No price available
Cordova & Granville,Breka Bakery & Café,49.285619,-123.114947,No rating available,No popularity available,No price available
Cordova & Granville,Timbertrain Coffee Roasters,49.283744,-123.109189,No rating available,No popularity available,No price available
Cordova & Granville,Revolver,49.283261,-123.109473,No rating available,No popularity available,No price available
Cordova & Granville,La Taqueria,49.282983,-123.110585,No rating available,No popularity available,No price available
Cordova & Granville,Gotham Steakhouse & Cocktail Bar,49.282814,-123.115925,No rating available,No popularity available,No price available
Cordova & Granville,The Keg Steakhouse + Bar,49.283447,-123.116466,No rating available,No popularity available,No price available
Cordova & Granville,Nemesis Coffee,49.282787,-123.110244,No rating available,No popularity available,No price available
Cordova & Granville,Trees Organic Coffee,49.284816,-123.114392,No rating available,No popularity available,No price available
Cordova & Granville,The Magnet,49.282484,-123.111029,No rating available,No popularity available,No price available
Cordova & Granville,Hawksworth Restaurant,49.283302,-123.11938,No rating available,No popularity available,No price available
Cordova & Granville,Tap & Barrel,49.289881,-123.116933,No rating available,No popularity available,No price available
Cordova & Granville,Rogue Kitchen & Wetbar,49.285474,-123.11169,No rating available,No popularity available,No price available
Cordova & Granville,Cactus Club Cafe,49.289603,-123.118045,No rating available,No popularity available,No price available
Cordova & Granville,Koffie,49.287035,-123.11953,No rating available,No popularity available,No price available
Cordova & Granville,Cafe Medina,49.280498,-123.116863,No rating available,No popularity available,No price available
Cordova & Granville,Jam Cafe,49.280306,-123.109627,No rating available,No popularity available,No price available
Cordova & Granville,Malone's,49.284039,-123.114163,No rating available,No popularity available,No price available
Cordova & Granville,Cactus Club Cafe Bentall 5,49.285532,-123.118834,No rating available,No popularity available,No price available
Cordova & Granville,Palate Kitchen,49.286535,-123.115512,No rating available,No popularity available,No price available
Cordova & Granville,Birds & the Beets,49.283383,-123.10283,No rating available,No popularity available,No price available
Cordova & Granville,49th Parallel Café & Lucky's Doughnuts - THURLOW,49.286052,-123.122935,No rating available,No popularity available,No price available
Cordova & Granville,Fanny Bay Oyster Bar & Shellfish Market,49.278557,-123.114183,No rating available,No popularity available,No price available
Cordova & Granville,The Cambie,49.283214,-123.109063,No rating available,No popularity available,No price available
Cordova & Granville,Thierry,49.284766,-123.122662,No rating available,No popularity available,No price available
Cordova & Granville,Joe Fortes Seafood & Chop House,49.284956,-123.124545,No rating available,No popularity available,No price available
Cordova & Granville,JOEY Bentall One,49.286469,-123.118589,No rating available,No popularity available,No price available
Cordova & Granville,Coast Restaurant,49.284719,-123.123145,No rating available,No popularity available,No price available
Cordova & Granville,Diva at the Met,49.28388,-123.118206,No rating available,No popularity available,No price available
Cordova & Granville,Japadog,49.280189,-123.118297,No rating available,No popularity available,No price available
Cordova & Granville,Le Crocodile Restaurant,49.282578,-123.125234,No rating available,No popularity available,No price available
Cordova & Granville,Moose's Down Under,49.285558,-123.116483,No rating available,No popularity available,No price available
Cordova & Granville,Alibi Room,49.284288,-123.10023,No rating available,No popularity available,No price available
Cordova & Granville,Homer St. Cafe and Bar,49.278455,-123.11823,No rating available,No popularity available,No price available
Cordova & Granville,De Dutch Vancouver Convention Centre,49.290087,-123.11687,No rating available,No popularity available,No price available
Cordova & Granville,Bel Cafe,49.283302,-123.11938,No rating available,No popularity available,No price available
Cordova & Granville,Notch8 Restaurant,49.283844,-123.120961,No rating available,No popularity available,No price available
Cordova & Granville,Prado Cafe,49.281917,-123.107411,No rating available,No popularity available,No price available
Cordova & Granville,Guu,49.284107,-123.125364,No rating available,No popularity available,No price available
Cordova & Granville,Mahony & Sons Burrard Landing,49.28932,-123.114451,No rating available,No popularity available,No price available
Cordova & Granville,Boulevard Kitchen & Oyster Bar,49.283021,-123.123893,No rating available,No popularity available,No price available
Cordova & Granville,Congee Noodle Delight,49.280609,-123.106164,No rating available,No popularity available,No price available
Cordova & Granville,JINYA Ramen Bar - Vancouver Downtown,49.280369,-123.117907,No rating available,No popularity available,No price available
Cordova & Granville,Zaatar W Zeit,49.28443,-123.115738,No rating available,No popularity available,No price available
Cordova & Granville,JOEY Burrard,49.282707,-123.123298,No rating available,No popularity available,No price available
Cordova & Granville,The Butcher & Bullock,49.28617,-123.116941,No rating available,No popularity available,No price available
Cordova & Granville,Six Acres,49.283285,-123.104445,No rating available,No popularity available,No price available
Vanier Park,Siegel's Bagels,49.272737,-123.147184,No rating available,No popularity available,No price available
Vanier Park,AnnaLena,49.270791,-123.146937,No rating available,No popularity available,No price available
Vanier Park,Go Fish,49.271466,-123.140506,No rating available,No popularity available,No price available
Vanier Park,Ancora Waterfront Dining and Patio,49.27371,-123.132588,No rating available,No popularity available,No price available
Vanier Park,The Liberty Distillery,49.270379,-123.134574,No rating available,No popularity available,No price available
Vanier Park,The Inukshuk,49.284303,-123.143552,No rating available,No popularity available,No price available
Vanier Park,Prado Cafe,49.269478,-123.140985,No rating available,No popularity available,No price available
Vanier Park,Oddfish,49.270914,-123.147434,No rating available,No popularity available,No price available
Vanier Park,Rain or Shine Ice Cream,49.267929,-123.1488,No rating available,No popularity available,No price available
Vanier Park,Granville Island Brewing,49.270647,-123.135651,No rating available,No popularity available,No price available
Vanier Park,Score on Davie,49.282285,-123.134538,No rating available,No popularity available,No price available
Vanier Park,The Sandbar Seafood Restaurant,49.27216,-123.134158,No rating available,No popularity available,No price available
Vanier Park,The Keg Steakhouse & Bar,49.271157,-123.135695,No rating available,No popularity available,No price available
Vanier Park,Lee's Donuts of Granville Island,49.272624,-123.135577,No rating available,No popularity available,No price available
Vanier Park,La Belle Patate,49.282095,-123.133548,No rating available,No popularity available,No price available
Vanier Park,Nook,49.272283,-123.155174,No rating available,No popularity available,No price available
Vanier Park,Tractor Everyday Healthy Foods,49.268217,-123.148176,No rating available,No popularity available,No price available
Vanier Park,Sushi Osaka,49.277632,-123.131868,No rating available,No popularity available,No price available
Vanier Park,Off the Tracks Bistro,49.270292,-123.133999,No rating available,No popularity available,No price available
Vanier Park,Maxine's Cafe & Bar,49.277941,-123.131327,No rating available,No popularity available,No price available
Vanier Park,Octopus's Garden Restaurant,49.272659,-123.149773,No rating available,No popularity available,No price available
Vanier Park,Juliet's Cafe,49.272659,-123.147989,No rating available,No popularity available,No price available
Vanier Park,Pane From Heaven,49.271033,-123.147687,No rating available,No popularity available,No price available
Vanier Park,Stepho's Souvlaki Greek Taverna,49.280705,-123.131969,No rating available,No popularity available,No price available
Vanier Park,Melriches Coffeehouse,49.282224,-123.134289,No rating available,No popularity available,No price available
Vanier Park,Samurai Japanese Restaurant,49.28053,-123.131711,No rating available,No popularity available,No price available
Vanier Park,Kahve,49.270544,-123.145942,No rating available,No popularity available,No price available
Vanier Park,The Vancouver Fish Co,49.270626,-123.13646,No rating available,No popularity available,No price available
Vanier Park,Thai Basil Restaurant,49.280355,-123.131452,No rating available,No popularity available,No price available
Vanier Park,Matchstick,49.282738,-123.134576,No rating available,No popularity available,No price available
Vanier Park,Cazba Restaurant,49.280613,-123.13115,No rating available,No popularity available,No price available
Vanier Park,Osake Artisan Sake Maker,49.270271,-123.133916,No rating available,No popularity available,No price available
Vanier Park,Elysian Room,49.267038,-123.144993,No rating available,No popularity available,No price available
Vanier Park,Davie Dosa Co,49.282249,-123.133723,No rating available,No popularity available,No price available
Vanier Park,Tartine Bread & Pies,49.274482,-123.13168,No rating available,No popularity available,No price available
Vanier Park,Las Margaritas,49.268201,-123.150121,No rating available,No popularity available,No price available
Vanier Park,Starbucks,49.280401,-123.13097,No rating available,No popularity available,No price available
Vanier Park,Gurkha Himalayan Kitchen,49.281122,-123.132086,No rating available,No popularity available,No price available
Vanier Park,Popina,49.273005,-123.134879,No rating available,No popularity available,No price available
Vanier Park,Chang'an,49.273283,-123.132876,No rating available,No popularity available,No price available
Vanier Park,Koko Monk Chocolates,49.270796,-123.14718,No rating available,No popularity available,No price available
Vanier Park,The Boathouse Restaurant,49.274306,-123.153726,No rating available,No popularity available,No price available
Vanier Park,Pumpjack Pub,49.281472,-123.132602,No rating available,No popularity available,No price available
Vanier Park,Tap & Barrel Bridges,49.27285,-123.136488,No rating available,No popularity available,No price available
Vanier Park,Blue Parrot Coffee,49.272624,-123.135577,No rating available,No popularity available,No price available
Vanier Park,Starbucks,49.272855,-123.147438,No rating available,No popularity available,No price available
Vanier Park,Numbers Cabaret,49.279676,-123.130502,No rating available,No popularity available,No price available
Vanier Park,Mary's on Davie,49.281704,-123.133758,No rating available,No popularity available,No price available
Vanier Park,Subway,49.269658,-123.145948,No rating available,No popularity available,No price available
Vanier Park,A la Mode,49.272624,-123.135577,No rating available,No popularity available,No price available
Trafalgar & Broadway,Thomas Haas Patisserie,49.264143,-123.163234,No rating available,No popularity available,No price available
Trafalgar & Broadway,Sunshine Diner,49.264168,-123.165344,No rating available,No popularity available,No price available
Trafalgar & Broadway,Olive and Ruby Cafe,49.26427,-123.169326,No rating available,No popularity available,No price available
Trafalgar & Broadway,Cafe Lokal,49.268153,-123.164876,No rating available,No popularity available,No price available
Trafalgar & Broadway,Raisu,49.268036,-123.158378,No rating available,No popularity available,No price available
Trafalgar & Broadway,Parthenon Supermarket,49.264037,-123.173523,No rating available,No popularity available,No price available
Trafalgar & Broadway,White Spot Kitsilano,49.263844,-123.163371,No rating available,No popularity available,No price available
Trafalgar & Broadway,49th Parallel Coffee,49.268036,-123.15481,No rating available,No popularity available,No price available
Trafalgar & Broadway,Linh Cafe,49.268162,-123.168931,No rating available,No popularity available,No price available
Trafalgar & Broadway,Chewie's Biscuit Co,49.268121,-123.168765,No rating available,No popularity available,No price available
Trafalgar & Broadway,Maria's Taverna,49.268087,-123.158139,No rating available,No popularity available,No price available
Trafalgar & Broadway,Edible Flours,49.263706,-123.156791,No rating available,No popularity available,No price available
Trafalgar & Broadway,Neverland Tea Salon,49.264037,-123.173523,No rating available,No popularity available,No price available
Trafalgar & Broadway,The Naam Restaurant,49.268235,-123.166991,No rating available,No popularity available,No price available
Trafalgar & Broadway,Jam Cafe,49.268376,-123.153947,No rating available,No popularity available,No price available
Trafalgar & Broadway,Gyo Para Gyoza & Ramen Bar,49.263542,-123.153452,No rating available,No popularity available,No price available
Trafalgar & Broadway,Delara,49.268056,-123.156677,No rating available,No popularity available,No price available
Trafalgar & Broadway,Harvest Deli,49.264249,-123.171919,No rating available,No popularity available,No price available
Trafalgar & Broadway,Tangram Creamery,49.261673,-123.153292,No rating available,No popularity available,No price available
Trafalgar & Broadway,Darby's Pub,49.268116,-123.168521,No rating available,No popularity available,No price available
Trafalgar & Broadway,Napoletana Pizza,49.263038,-123.15276,No rating available,No popularity available,No price available
Trafalgar & Broadway,Sweet Barrel Coffee Roasters and Creamery,49.261318,-123.153424,No rating available,No popularity available,No price available
Trafalgar & Broadway,Glory Juice,49.268015,-123.154727,No rating available,No popularity available,No price available
Trafalgar & Broadway,Peaceful Restaurant,49.268082,-123.15968,No rating available,No popularity available,No price available
Trafalgar & Broadway,Plaisir Sucre Bakery Ltd,49.262209,-123.15277,No rating available,No popularity available,No price available
Trafalgar & Broadway,Kitsilano Wine Cellar,49.26837,-123.15638,No rating available,No popularity available,No price available
Trafalgar & Broadway,Rowan's Roof,49.267984,-123.158617,No rating available,No popularity available,No price available
Trafalgar & Broadway,Yaletown Brownies Bakery,49.263859,-123.165886,No rating available,No popularity available,No price available
Trafalgar & Broadway,Ah Long Sushi,49.264189,-123.166319,No rating available,No popularity available,No price available
Trafalgar & Broadway,inTea 因為茶,49.263761,-123.167499,No rating available,No popularity available,No price available
Trafalgar & Broadway,Tang's Bistro,49.26427,-123.168434,No rating available,No popularity available,No price available
Trafalgar & Broadway,Browns Socialhouse Kitsilano,49.268087,-123.157247,No rating available,No popularity available,No price available
Trafalgar & Broadway,Pho Japolo,49.264239,-123.168756,No rating available,No popularity available,No price available
Trafalgar & Broadway,Bon Macaron Patisserie,49.264245,-123.169,No rating available,No popularity available,No price available
Trafalgar & Broadway,Cobs Bread,49.264265,-123.169083,No rating available,No popularity available,No price available
Trafalgar & Broadway,Petite Bao,49.264229,-123.169161,No rating available,No popularity available,No price available
Trafalgar & Broadway,Green Panda Health,49.264219,-123.169565,No rating available,No popularity available,No price available
Trafalgar & Broadway,Ramen House,49.264249,-123.170135,No rating available,No popularity available,No price available
Trafalgar & Broadway,Cafe Mumbai,49.264249,-123.170135,No rating available,No popularity available,No price available
Trafalgar & Broadway,JJ Bean,49.263843,-123.170506,No rating available,No popularity available,No price available
Trafalgar & Broadway,Vine and Hops - Wine and Craft Beer Tours,49.267196,-123.160577,No rating available,No popularity available,No price available
Trafalgar & Broadway,Coppertank Grill,49.264325,-123.174683,No rating available,No popularity available,No price available
Trafalgar & Broadway,Nusa Coffee,49.268178,-123.167878,No rating available,No popularity available,No price available
Trafalgar & Broadway,The Pita Basket Cafe,49.264259,-123.171515,No rating available,No popularity available,No price available
Trafalgar & Broadway,Orange Corner,49.26428,-123.171597,No rating available,No popularity available,No price available
Trafalgar & Broadway,Fresh Ideas Start Here,49.264337,-123.171602,No rating available,No popularity available,No price available
Trafalgar & Broadway,La la Island,49.26445,-123.171612,No rating available,No popularity available,No price available
Trafalgar & Broadway,Kitstaya Sushi,49.264315,-123.174195,No rating available,No popularity available,No price available
Trafalgar & Broadway,Pokay Vancouver,49.264383,-123.172012,No rating available,No popularity available,No price available
Trafalgar & Broadway,Big Johnny's Pizza House,49.268219,-123.168936,No rating available,No popularity available,No price available
Napier & Commercial,Havana,49.273731,-123.069395,No rating available,No popularity available,No price available
Napier & Commercial,The Lunch Lady,49.274972,-123.069257,No rating available,No popularity available,No price available
Napier & Commercial,Via Tevere Pizzeria,49.273873,-123.065512,No rating available,No popularity available,No price available
Napier & Commercial,Sula Indian Restaurant,49.274442,-123.069131,No rating available,No popularity available,No price available
Napier & Commercial,The Downlow Chicken Shack,49.276378,-123.069781,No rating available,No popularity available,No price available
Napier & Commercial,East Vancouver Brewing Co,49.276863,-123.071283,No rating available,No popularity available,No price available
Napier & Commercial,Pepino's,49.278808,-123.070636,No rating available,No popularity available,No price available
Napier & Commercial,Moja Coffee,49.274709,-123.069316,No rating available,No popularity available,No price available
Napier & Commercial,Fujiya Japanese Foods,49.276572,-123.077019,No rating available,No popularity available,No price available
Napier & Commercial,Strange Fellows Brewing,49.272444,-123.077805,No rating available,No popularity available,No price available
Napier & Commercial,Turk's on the Drive,49.273268,-123.069761,No rating available,No popularity available,No price available
Napier & Commercial,Bomber Brewing,49.277477,-123.074418,No rating available,No popularity available,No price available
Napier & Commercial,Sopra Sotto,49.27109,-123.069252,No rating available,No popularity available,No price available
Napier & Commercial,La Grotta Del Formaggio,49.268804,-123.06987,No rating available,No popularity available,No price available
Napier & Commercial,A. Bosa and Company Ltd. Import Euro,49.279449,-123.065416,No rating available,No popularity available,No price available
Napier & Commercial,Pallet Coffee Roasters,49.28179,-123.063911,No rating available,No popularity available,No price available
Napier & Commercial,TimberTrain,49.279794,-123.074371,No rating available,No popularity available,No price available
Napier & Commercial,Storm Brewing Ltd,49.28202,-123.070178,No rating available,No popularity available,No price available
Napier & Commercial,Yolks,49.28108,-123.072857,No rating available,No popularity available,No price available
Napier & Commercial,La Casa Gelato,49.276991,-123.081598,No rating available,No popularity available,No price available
Napier & Commercial,Prado Cafe,49.267213,-123.069492,No rating available,No popularity available,No price available
Napier & Commercial,Earnest Ice Cream,49.27967,-123.074767,No rating available,No popularity available,No price available
Napier & Commercial,Elephant Garden Creamery,49.266136,-123.069401,No rating available,No popularity available,No price available
Napier & Commercial,Marcello Ristorante & Pizzeria,49.272017,-123.069412,No rating available,No popularity available,No price available
Napier & Commercial,Caffe la Tana,49.278829,-123.070719,No rating available,No popularity available,No price available
Napier & Commercial,Superflux Beer Co,49.28014,-123.077322,No rating available,No popularity available,No price available
Napier & Commercial,Livia Bakery,49.27229,-123.069841,No rating available,No popularity available,No price available
Napier & Commercial,Volcano Sushi & Grill,49.281435,-123.064043,No rating available,No popularity available,No price available
Napier & Commercial,Victoria Park Cafe,49.27116,-123.065526,No rating available,No popularity available,No price available
Napier & Commercial,The Dime,49.270745,-123.069872,No rating available,No popularity available,No price available
Napier & Commercial,Grounds For Coffee,49.266193,-123.069406,No rating available,No popularity available,No price available
Napier & Commercial,Luppolo Brewing Co,49.276934,-123.080701,No rating available,No popularity available,No price available
Napier & Commercial,Windjammer,49.275981,-123.069748,No rating available,No popularity available,No price available
Napier & Commercial,The Charlatan,49.271667,-123.069788,No rating available,No popularity available,No price available
Napier & Commercial,Red Burrito,49.269473,-123.06944,No rating available,No popularity available,No price available
Napier & Commercial,Wilder Juice,49.274709,-123.069316,No rating available,No popularity available,No price available
Napier & Commercial,Gatley Lifestyle Store,49.274437,-123.069779,No rating available,No popularity available,No price available
Napier & Commercial,Andy's Bakery Ltd,49.2763,-123.069694,No rating available,No popularity available,No price available
Napier & Commercial,City Bistro European Food and DELI,49.273237,-123.069191,No rating available,No popularity available,No price available
Napier & Commercial,Mum's the Word,49.272403,-123.06985,No rating available,No popularity available,No price available
Napier & Commercial,Al Basha,49.272233,-123.069836,No rating available,No popularity available,No price available
Napier & Commercial,Cozen,49.271687,-123.069871,No rating available,No popularity available,No price available
Napier & Commercial,Merci Beaucoup Cafe,49.27162,-123.069378,No rating available,No popularity available,No price available
Napier & Commercial,Bar Corso,49.270848,-123.069394,No rating available,No popularity available,No price available
Napier & Commercial,The Dirty Penny,49.270611,-123.06978,No rating available,No popularity available,No price available
Napier & Commercial,Loula's Taverna,49.270245,-123.069424,No rating available,No popularity available,No price available
Napier & Commercial,My BBQ Hut,49.26987,-123.069474,No rating available,No popularity available,No price available
Napier & Commercial,Takenaka,49.278276,-123.075622,No rating available,No popularity available,No price available
Napier & Commercial,Khoe,49.278389,-123.075632,No rating available,No popularity available,No price available
Napier & Commercial,Oh Sweet Day! Bake Shop,49.269468,-123.069196,No rating available,No popularity available,No price available
7th & Laurel,Caffe Cittadella,49.26473,-123.116978,No rating available,No popularity available,No price available
7th & Laurel,Rogue Kitchen & Wetbar,49.263123,-123.117652,No rating available,No popularity available,No price available
7th & Laurel,Elysian Coffee Broadway,49.263077,-123.117243,No rating available,No popularity available,No price available
7th & Laurel,Salmon n' Bannock,49.263305,-123.129752,No rating available,No popularity available,No price available
