Bike Station,Place,Place Latitude,Place Longitude,Rating,Review Count,Price
Hornby & Nelson,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Hornby & Nelson,Nero Waffles,49.27834403099929,-123.122044653573,4.4,572,$$
Hornby & Nelson,Burger Crush,49.27977707759172,-123.12350184856516,4.3,62,$$
Hornby & Nelson,Guu Original Thurlow,49.2839786648396,-123.125567978574,4.1,823,$$
Hornby & Nelson,Granville Kebab & Poutine,49.279271,-123.123571,4.8,13,No price available
Hornby & Nelson,Kingyo,49.29073911099211,-123.13705023185994,4.4,1224,$$
Hornby & Nelson,Tom Sushi,49.2815608,-123.1327476,4.7,286,$$
Hornby & Nelson,Alchemy Bar and Kitchen,49.27422,-123.124,4.9,7,No price available
Hornby & Nelson,Okeya Kyujiro,49.27581579131156,-123.1197521,4.9,24,No price available
Hornby & Nelson,Honeybrew,49.27787,-123.12652,4.1,39,$$
Hornby & Nelson,Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.4,902,$$$
Hornby & Nelson,Big Way Hot Pot,49.281753,-123.120701,4.0,26,No price available
Hornby & Nelson,Zubu,49.28200687636412,-123.12342465140536,3.9,36,No price available
Hornby & Nelson,Robba da Matti,49.2753397,-123.1208967,4.2,541,$$
Hornby & Nelson,Maxine's Cafe & Bar,49.27807,-123.13131,4.3,121,$$
Hornby & Nelson,Sushi Jin,49.2795794102629,-123.123817518353,4.6,151,$$$
Hornby & Nelson,Nuba in Yaletown,49.27592284071101,-123.1245237819059,4.0,121,$$
Hornby & Nelson,Medina Cafe,49.2804429972571,-123.117036269849,4.2,2741,$$
Hornby & Nelson,Tutto,49.2784091,-123.1187139,4.2,70,$$$
Hornby & Nelson,Zab Zaab Thai Cuisine,49.27493,-123.12321,4.5,39,No price available
Hornby & Nelson,Mean Poutine,49.2794438014385,-123.123368918896,3.9,301,$
Hornby & Nelson,Sake Dining HASHIGO by Zakkushi,49.27658,-123.12765,4.6,17,No price available
Hornby & Nelson,Earls Kitchen + Bar,49.28153637059821,-123.12368905939982,3.6,301,$$
Hornby & Nelson,Pho Quynh Express,49.282867926090304,-123.1229497,5.0,2,No price available
Hornby & Nelson,Lupo,49.278222058049096,-123.11735347768747,4.3,475,$$$
Hornby & Nelson,Banana Leaf,49.28001,-123.13009,3.6,256,$$
Hornby & Nelson,Ignite Pizzeria,49.27724,-123.11858,4.6,36,No price available
Hornby & Nelson,Saku,49.289223,-123.132266,4.4,465,$$
Hornby & Nelson,Mott 32,49.2868703881444,-123.124537612795,3.9,241,$$$$
Hornby & Nelson,Elisa,49.27597599917006,-123.12142339325408,4.2,245,$$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Kosoo,49.28494,-123.12592,4.3,135,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Tendon Kohaku,49.28107123873706,-123.12179426645872,4.3,174,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,The Flying Pig,49.27501,-123.122,4.0,1394,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Zefferelli's,49.28504,-123.1261,4.2,542,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Joe Fortes Seafood & Chop House,49.28496869177162,-123.12455980835064,4.0,1371,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Fat Mao Noodles,49.27982129999999,-123.1267997,4.4,86,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,JOEY Burrard,49.28259066168153,-123.12317650349448,4.1,634,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Archer,49.2859851,-123.1251502,4.3,46,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Mount Everest Kitchen & Grill,49.28343057225757,-123.1142148824853,4.6,92,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Kokoro Tokyo Mazesoba,49.2833927,-123.115078,4.1,497,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Cactus Club Cafe,49.28554081466174,-123.11881637137162,4.1,529,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Big Way Hot Pot,49.281753,-123.120701,4.0,26,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Nightingale,49.2874110331456,-123.117770967577,4.1,566,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Moose's Down Under,49.285638,-123.11634,3.9,167,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.4,902,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Mott 32,49.2868703881444,-123.124537612795,3.9,241,$$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Riley's Fish & Steak,49.287641996861865,-123.1151089,4.1,107,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Happy Noodle House,49.27664,-123.12578,4.6,166,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,The Ballyhoo Public House,49.28210210327892,-123.12397015451256,4.2,20,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Brass Fish Tavern,49.2873401,-123.1169064,4.0,29,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Guu Original Thurlow,49.2839786648396,-123.125567978574,4.1,823,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,The Magnet,49.28242131064444,-123.11118325952978,4.7,29,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Medina Cafe,49.2804429972571,-123.117036269849,4.2,2741,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Kingyo,49.29073911099211,-123.13705023185994,4.4,1224,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Cactus Club Cafe,49.28963138752227,-123.11817709999995,4.2,959,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Hawksworth Restaurant,49.2833971,-123.1191704,4.1,708,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Indian Delicacy,49.28749,-123.12141,4.5,130,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Okeya Kyujiro,49.27581579131156,-123.1197521,4.9,24,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Burgoo Bistro,49.27968,-123.12763,4.2,189,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Tableau Bar Bistro,49.287494,-123.1235689,4.0,309,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Captain's Oven Pizza,49.287574432889535,-123.121025,4.5,56,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,The Roof,49.2843582,-123.1222877,3.7,90,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Zubu,49.28200687636412,-123.12342465140536,3.9,36,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Tutto,49.2784091,-123.1187139,4.2,70,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Pho Quynh Express,49.282867926090304,-123.1229497,5.0,2,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Botanist,49.2883099,-123.1167271,4.3,441,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Hello Nori ,49.28559747478766,-123.1261163,4.5,275,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Gyu-Kaku Japanese BBQ,49.28031,-123.12467,4.0,414,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Bread x Butter Cafe,49.2841611,-123.1199654,4.2,64,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,The Mexican Antojitos Y Cantina,49.2787726,-123.1240268,4.3,423,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Lupo,49.278222058049096,-123.11735347768747,4.3,475,$$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Browns Socialhouse QE Theatre,49.279919,-123.112788,4.3,69,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Saku,49.289223,-123.132266,4.4,465,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Shizen Ya,49.2808844,-123.1246278,4.2,601,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Zaatar W Zeit,49.2844377,-123.1154382,4.2,81,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Burger Crush,49.27977707759172,-123.12350184856516,4.3,62,$$
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Guu Toramasa,49.281099,-123.118641,4.1,14,No price available
šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,Bacaro,49.28801816833112,-123.1166427,4.0,37,No price available
Dunsmuir & Beatty,Chambar,49.2801460007961,-123.109925328073,4.2,1630,$$
Dunsmuir & Beatty,Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.4,902,$$$
Dunsmuir & Beatty,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Dunsmuir & Beatty,The Flying Pig,49.27501,-123.122,4.0,1394,$$
Dunsmuir & Beatty,Tokyo In April,49.2806813,-123.1073936,4.4,96,$$
Dunsmuir & Beatty,Sooda Korean BBQ,49.282678,-123.106049,4.6,45,No price available
Dunsmuir & Beatty,The Magnet,49.28242131064444,-123.11118325952978,4.7,29,No price available
Dunsmuir & Beatty,Twisted Fork,49.283194,-123.104445,4.1,1147,$$
Dunsmuir & Beatty,Mount Everest Kitchen & Grill,49.28343057225757,-123.1142148824853,4.6,92,$$
Dunsmuir & Beatty,Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
Dunsmuir & Beatty,TAKO,49.278816,-123.1078822,4.0,230,$
Dunsmuir & Beatty,Nuba in Gastown,49.2827625062516,-123.109646101134,4.0,818,$$$
Dunsmuir & Beatty,Browns Socialhouse QE Theatre,49.279919,-123.112788,4.3,69,$$
Dunsmuir & Beatty,Kokoro Tokyo Mazesoba,49.2833927,-123.115078,4.1,497,$$
Dunsmuir & Beatty,Caveman Cafe,49.280802324947445,-123.10703500282293,4.4,289,$$
Dunsmuir & Beatty,Marugame Udon,49.2801931,-123.11028743227573,3.9,61,$$
Dunsmuir & Beatty,Jam Cafe on Beatty,49.2802586,-123.1096376,4.4,1490,$$
Dunsmuir & Beatty,Kozak Ukrainian Restaurant,49.2826548747948,-123.1046559827506,4.5,77,$$
Dunsmuir & Beatty,Black Frog Eatery,49.284598,-123.108687,3.8,226,$$
Dunsmuir & Beatty,MamaLee,49.27961961550342,-123.108583,4.2,20,No price available
Dunsmuir & Beatty,District Bar & Restaurant,49.2778742,-123.1141061,3.8,99,$$
Dunsmuir & Beatty,Devil's Elbow Ale & Smoke House,49.2801437,-123.1098099,3.5,214,$$
Dunsmuir & Beatty,Medina Cafe,49.2804429972571,-123.117036269849,4.2,2741,$$
Dunsmuir & Beatty,Okeya Kyujiro,49.27581579131156,-123.1197521,4.9,24,No price available
Dunsmuir & Beatty,LOCAL Public Eatery Gastown,49.2835742,-123.1039517,4.2,173,$$
Dunsmuir & Beatty,La Taqueria Pinche Taco Shop,49.282912,-123.110593,4.3,547,$$
Dunsmuir & Beatty,Robba Da Matti,49.28314632351484,-123.10375675641404,4.6,24,No price available
Dunsmuir & Beatty,Di Beppe,49.28237705581659,-123.10450043738042,4.2,166,$$
Dunsmuir & Beatty,Lupo,49.278222058049096,-123.11735347768747,4.3,475,$$$
Dunsmuir & Beatty,PiDGiN,49.2819071402452,-123.104188653967,4.0,346,$$$
Dunsmuir & Beatty,Is That French,49.283317116058086,-123.10556957238876,4.7,17,No price available
Dunsmuir & Beatty,Bali Thai,49.2802711224293,-123.106226601714,4.5,102,$
Dunsmuir & Beatty,Phnom Penh,49.278431,-123.098205,4.2,1817,$$
Dunsmuir & Beatty,Brat Haus,49.2816365,-123.10751967556246,4.3,4,No price available
Dunsmuir & Beatty,Pourhouse Restaurant,49.2841134475502,-123.10842879595,4.0,590,$$
Dunsmuir & Beatty,Kosoo,49.28494,-123.12592,4.3,135,$$
Dunsmuir & Beatty,Tendon Kohaku,49.28107123873706,-123.12179426645872,4.3,174,$$
Dunsmuir & Beatty,Stock and Supply,49.28416,-123.1127,4.1,33,No price available
Dunsmuir & Beatty,Honey Salt,49.2753742,-123.1128477,3.5,298,$$
Dunsmuir & Beatty,MeeT,49.28343624826065,-123.1048494822089,4.1,533,$$
Dunsmuir & Beatty,Tutto,49.2784091,-123.1187139,4.2,70,$$$
Dunsmuir & Beatty,Ignite Pizzeria,49.27724,-123.11858,4.6,36,No price available
Dunsmuir & Beatty,Pizzeria Ludica,49.2800427277576,-123.108486811639,4.0,202,$$
Dunsmuir & Beatty,Happy Noodle House,49.27664,-123.12578,4.6,166,$$
Dunsmuir & Beatty,Pho Khanh Express,49.2763,-123.11561,4.3,61,No price available
Dunsmuir & Beatty,Gringo,49.2831553214634,-123.105335897068,4.3,301,$
Dunsmuir & Beatty,Monarca,49.28378619999999,-123.1044645,4.1,34,No price available
Dunsmuir & Beatty,Super Chef Grill,49.279012421188,-123.116581099631,4.4,86,$
Dunsmuir & Beatty,PappaRoti,49.28006887139611,-123.10863661453732,4.4,49,$$
Dunsmuir & Beatty,Cielito Lindo,49.281952,-123.108033,4.3,4,No price available
Robson & Granville,Tendon Kohaku,49.28107123873706,-123.12179426645872,4.3,174,$$
Robson & Granville,The Flying Pig,49.27501,-123.122,4.0,1394,$$
Robson & Granville,Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
Robson & Granville,Kosoo,49.28494,-123.12592,4.3,135,$$
Robson & Granville,Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Robson & Granville,Fat Mao Noodles,49.27982129999999,-123.1267997,4.4,86,$$
Robson & Granville,Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.4,902,$$$
Robson & Granville,JOEY Burrard,49.28259066168153,-123.12317650349448,4.1,634,$$
Robson & Granville,Big Way Hot Pot,49.281753,-123.120701,4.0,26,No price available
Robson & Granville,Mount Everest Kitchen & Grill,49.28343057225757,-123.1142148824853,4.6,92,$$
Robson & Granville,Kokoro Tokyo Mazesoba,49.2833927,-123.115078,4.1,497,$$
Robson & Granville,Joe Fortes Seafood & Chop House,49.28496869177162,-123.12455980835064,4.0,1371,$$$
Robson & Granville,Happy Noodle House,49.27664,-123.12578,4.6,166,$$
Robson & Granville,Zefferelli's,49.28504,-123.1261,4.2,542,$$
Robson & Granville,Tutto,49.2784091,-123.1187139,4.2,70,$$$
Robson & Granville,Archer,49.2859851,-123.1251502,4.3,46,No price available
Robson & Granville,The Ballyhoo Public House,49.28210210327892,-123.12397015451256,4.2,20,No price available
Robson & Granville,Blue Water Cafe,49.2761945,-123.1209935,4.4,1155,$$$$
Robson & Granville,Moose's Down Under,49.285638,-123.11634,3.9,167,$$
Robson & Granville,Lupo,49.278222058049096,-123.11735347768747,4.3,475,$$$
Robson & Granville,Burgoo Bistro,49.27968,-123.12763,4.2,189,$$
Robson & Granville,The Magnet,49.28242131064444,-123.11118325952978,4.7,29,No price available
Robson & Granville,Okeya Kyujiro,49.27581579131156,-123.1197521,4.9,24,No price available
Robson & Granville,Medina Cafe,49.2804429972571,-123.117036269849,4.2,2741,$$
Robson & Granville,Manoush'eh,49.27667072314417,-123.12570086148996,4.8,263,$
Robson & Granville,The Mexican Antojitos Y Cantina,49.2787726,-123.1240268,4.3,423,$$
Robson & Granville,Rollzzy,49.280265,-123.118386,4.1,22,$$
Robson & Granville,Cactus Club Cafe,49.28554081466174,-123.11881637137162,4.1,529,$$
Robson & Granville,Nightingale,49.2874110331456,-123.117770967577,4.1,566,$$$
Robson & Granville,Kingyo,49.29073911099211,-123.13705023185994,4.4,1224,$$
Robson & Granville,Burger Crush,49.27977707759172,-123.12350184856516,4.3,62,$$
Robson & Granville,Nero Waffles,49.27834403099929,-123.122044653573,4.4,572,$$
Robson & Granville,Robba da Matti,49.2753397,-123.1208967,4.2,541,$$
Robson & Granville,Ignite Pizzeria,49.27724,-123.11858,4.6,36,No price available
Robson & Granville,Guu Toramasa,49.281099,-123.118641,4.1,14,No price available
Robson & Granville,Gyu-Kaku Japanese BBQ,49.28031,-123.12467,4.0,414,$$
Robson & Granville,Zubu,49.28200687636412,-123.12342465140536,3.9,36,No price available
Robson & Granville,Granville Kebab & Poutine,49.279271,-123.123571,4.8,13,No price available
Robson & Granville,Chambar,49.2801460007961,-123.109925328073,4.2,1630,$$
Robson & Granville,Guu Original Thurlow,49.2839786648396,-123.125567978574,4.1,823,$$
Robson & Granville,Hawksworth Restaurant,49.2833971,-123.1191704,4.1,708,$$$
Robson & Granville,Shizen Ya,49.2808844,-123.1246278,4.2,601,$$
Robson & Granville,Cactus Club Cafe,49.28963138752227,-123.11817709999995,4.2,959,$$
Robson & Granville,Pho Quynh Express,49.282867926090304,-123.1229497,5.0,2,No price available
Robson & Granville,Fable Diner and Bar,49.28081479999999,-123.1171994,3.8,23,No price available
Robson & Granville,Browns Socialhouse QE Theatre,49.279919,-123.112788,4.3,69,$$
Robson & Granville,Mott 32,49.2868703881444,-123.124537612795,3.9,241,$$$$
Robson & Granville,Alchemy Bar and Kitchen,49.27422,-123.124,4.9,7,No price available
Robson & Granville,Brass Fish Tavern,49.2873401,-123.1169064,4.0,29,No price available
Robson & Granville,The Roof,49.2843582,-123.1222877,3.7,90,$$$
4th & Commercial,B House,49.264473795087,-123.069533295929,4.3,33,No price available
4th & Commercial,Sopra Sotto,49.2711051,-123.0694651,4.0,156,$$
4th & Commercial,Bar Corso,49.2707051,-123.0694651,4.4,20,No price available
4th & Commercial,Cozen,49.2715238,-123.0697249,4.6,23,No price available
4th & Commercial,Jamjar - Folk Lebanese Food,49.264412,-123.0695951,3.8,269,$$
4th & Commercial,Kishimoto Japanese Kitchen,49.2665099,-123.06935,4.4,542,$$$
4th & Commercial,Nonna's Cucina,49.2692,-123.06944,3.9,14,No price available
4th & Commercial,Harambe Restaurant,49.265519,-123.069867,3.8,147,$$
4th & Commercial,La Mezcaleria,49.2702237,-123.0694136,3.8,313,$$
4th & Commercial,La Grotta Del Formaggio,49.2688848,-123.0697849,4.4,214,$
4th & Commercial,Chancho Tortilleria,49.266008,-123.069397,3.8,13,No price available
4th & Commercial,Social,49.26848,-123.06947,3.7,34,$$
4th & Commercial,The Hanoi Corner,49.26654340150913,-123.069902,4.0,2,No price available
4th & Commercial,Lunch Lady,49.27497,-123.06915,4.1,269,$$
4th & Commercial,Magari by Oca,49.27338,-123.06934522558733,5.0,3,No price available
4th & Commercial,Carthage Café,49.2681986,-123.06983861457007,3.8,101,$$
4th & Commercial,Sing Sing,49.2741085,-123.0698051,4.2,6,No price available
4th & Commercial,Pax Romana,49.2699,-123.0693,3.5,2,No price available
4th & Commercial,The Burrow,49.2597591,-123.0700099,3.9,524,$$
4th & Commercial,Harbour Oyster + Bar,49.2718946138822,-123.069181591272,4.1,86,$$
4th & Commercial,Indo Chinese Street Wok,49.268214,-123.069941,3.5,2,No price available
4th & Commercial,Hariyali Express Indian Cuisine & Bar,49.2665801,-123.0695551,4.8,9,No price available
4th & Commercial,Kin Kao Thai Kitchen,49.276516,-123.0696335,3.9,180,$$
4th & Commercial,Sal y Limon Mexican Cuisine,49.2688592,-123.0693878,3.8,14,No price available
4th & Commercial,Fire Pizza,49.2674855,-123.0695351,3.6,190,$
4th & Commercial,The Fish Counter,49.2684,-123.06945,3.5,4,No price available
4th & Commercial,Merci Beaucoup Cafe,49.2714944,-123.0694551,4.0,31,No price available
4th & Commercial,Near & Dear,49.26655119575908,-123.069902,4.0,1,No price available
4th & Commercial,La Pache Pizza,49.2662,-123.06935,3.9,30,No price available
4th & Commercial,Caffe La Tana,49.2788597356837,-123.070581380828,4.5,51,No price available
4th & Commercial,Babylon Café,49.2703347938999,-123.069845623677,3.9,43,$
4th & Commercial,Belgian Fries,49.267954,-123.0697949,3.2,223,$
4th & Commercial,Via Tevere Pizzeria,49.27387530438791,-123.06553445802784,4.1,359,$$
4th & Commercial,Downlow Chicken Shack,49.2765067,-123.0696349,4.1,288,$$
4th & Commercial,Pepino's,49.2787695,-123.0705849,4.1,166,$$$
4th & Commercial,Riddim & Spice,49.2674954,-123.0698049,3.3,51,$$
4th & Commercial,Havana,49.273708,-123.069271,3.5,409,$$
4th & Commercial,Il Mondo Caffe,49.26798192279789,-123.0693353,3.9,9,No price available
4th & Commercial,Juno Provisions,49.26440881423837,-123.07001609355213,4.1,15,No price available
4th & Commercial,Mogu Fried Chicken,49.2756074483614,-123.069326430559,4.7,32,No price available
4th & Commercial,Best Falafel,49.2666711,-123.0698249,3.5,84,$
4th & Commercial,Ay Chihuahua,49.25993245749081,-123.0700989,4.4,5,No price available
4th & Commercial,Lombardo's Pizzeria & Restaurant,49.2700405,-123.0695981,3.5,142,$$
4th & Commercial,Takenaka,49.2783093,-123.0755801,4.3,101,$$
4th & Commercial,Sushi Ville,49.2662408,-123.0696654,3.0,162,$$
4th & Commercial,Apollo’s,49.266104,-123.069984,2.0,5,No price available
4th & Commercial,Industry Apizza,49.26391,-123.069448,3.5,4,No price available
4th & Commercial,Daddy's Kitchen,49.261521127712,-123.069602362812,3.9,68,$$
4th & Commercial,Café Calabria,49.2690825,-123.0697849,3.6,105,$$
4th & Commercial,Mah Milk Bar,49.271091,-123.065523,4.4,5,No price available
8th & Scotia,The Farmhouse,49.26185879464837,-123.09710762514682,4.2,30,No price available
8th & Scotia,Kin Kao Song,49.2629749,-123.0986667,4.4,42,No price available
8th & Scotia,Fable Diner,49.2630749,-123.1019822,3.9,350,$$
8th & Scotia,Como Taperia,49.2647449,-123.1006898,3.8,100,No price available
8th & Scotia,AJ's Brooklyn Pizza Joint,49.2629437687572,-123.098307028413,4.2,171,$$
8th & Scotia,Tatta Chulha,49.26307302443682,-123.1018777,4.5,32,No price available
8th & Scotia,Zarak By Afghan Kitchen,49.266224,-123.1006089,4.5,125,No price available
8th & Scotia,Sing Sing,49.2607122038635,-123.100685477257,3.8,138,$$
8th & Scotia,Carp,49.262354,-123.0958273,4.4,90,$$
8th & Scotia,Sprezzatura,49.2613547,-123.0978287,4.0,71,No price available
8th & Scotia,Tamaly Shop,49.26245336478017,-123.1012765,4.0,8,No price available
8th & Scotia,Burgoo Bistros,49.25765498958033,-123.100815,3.9,520,$$
8th & Scotia,Blaze Gourmet Burgers,49.266709,-123.103814,4.5,38,$$
8th & Scotia,Burdock,49.26092,-123.10066,3.5,203,$$
8th & Scotia,El Gato Gab Gab,49.261519745912125,-123.10071881305706,5.0,2,No price available
8th & Scotia,Nuba - Mount Pleasant,49.26797,-123.10171,3.8,172,$$
8th & Scotia,Maizal RMF,49.2600097,-123.1012988,4.3,156,$$
8th & Scotia,Congee Noodle House,49.26316,-123.10213,3.4,370,$$
8th & Scotia,Don Porfirio,49.263853301066966,-123.10164503753188,4.0,3,No price available
8th & Scotia,The Cascade Room,49.2617,-123.10062,3.8,247,$$
8th & Scotia,Sushi Mura,49.2578843,-123.10079837291288,5.0,3,No price available
8th & Scotia,Casa Molina,49.2653818849428,-123.10693791840268,4.4,7,No price available
8th & Scotia,Elem Vancouver,49.266199,-123.100564,4.7,3,No price available
8th & Scotia,Field & Social,49.26633879305916,-123.10413366618288,3.8,4,No price available
8th & Scotia,Courtside Food and Drinks,49.26335,-123.10143,4.3,11,No price available
8th & Scotia,Budgies Burritos,49.2634464768729,-123.100247082572,3.8,299,$
8th & Scotia,Tocador,49.261764,-123.1008072,3.7,53,$$
8th & Scotia,Steamworks,49.2649318,-123.1013847,3.4,8,No price available
8th & Scotia,Anh and Chi,49.2550314422938,-123.100882202153,4.0,728,$$$
8th & Scotia,Kaori Izakaya,49.2579727,-123.1013667,3.9,41,No price available
8th & Scotia,Okeya Kyujiro,49.27581579131156,-123.1197521,4.9,24,No price available
8th & Scotia,Slim's BBQ,49.26449261107428,-123.10115519911052,3.7,15,No price available
8th & Scotia,Lucy's Eastside Diner,49.2609143,-123.1008146,3.1,353,$$
8th & Scotia,The Greek By Anatoli - Broadway,49.26283913055831,-123.11245392872092,4.4,12,No price available
8th & Scotia,Osteria Savio Volpe,49.2574913,-123.0909344,4.2,473,$$$
8th & Scotia,Afuri Ramen + Dumpling,49.25994,-123.10151,3.7,32,No price available
8th & Scotia,Quesada Burritos & Tacos,49.2632,-123.09955,3.3,4,No price available
8th & Scotia,Les Faux Bourgeois,49.2572813531481,-123.089767330802,3.9,496,$$
8th & Scotia,Superbaba,49.2633297,-123.1012681,4.6,86,No price available
8th & Scotia,Electric Bicycle Brewing,49.26708,-123.10423,4.3,36,$$
8th & Scotia,La Cantina De Don Porfirio,49.263921,-123.101637,5.0,2,No price available
8th & Scotia,Thai Son Restaurant,49.2628812,-123.0967428,3.5,106,$
8th & Scotia,Good Thief,49.25534,-123.10106,4.4,13,No price available
8th & Scotia,OEB Breakfast Co. - Yaletown,49.27348,-123.119278,4.3,942,$$
8th & Scotia,Level V Bakery,49.2639097,-123.100087946936,4.5,36,No price available
8th & Scotia,Saku,49.2631006,-123.11667523250104,4.3,269,$$
8th & Scotia,La Taqueria Pinche Taco Shop,49.263617,-123.112593,4.2,706,$$
8th & Scotia,Klasik Inasal & Noodle Express,49.2623351,-123.0900107,3.8,18,No price available
8th & Scotia,Italia Bella Bar & Grill,49.2632473,-123.1061808,4.1,46,$$
8th & Scotia,Mr. Sushi Main Street,49.2689106911667,-123.10121286660431,4.2,9,No price available
Homer & Robson (Vancouver Public Library),The Flying Pig,49.27501,-123.122,4.0,1394,$$
Homer & Robson (Vancouver Public Library),Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.4,902,$$$
Homer & Robson (Vancouver Public Library),Miku,49.28691298612272,-123.11304877258942,4.4,2428,$$$
Homer & Robson (Vancouver Public Library),Alouette Bistro,49.2853,-123.11829,4.3,104,No price available
Homer & Robson (Vancouver Public Library),Tendon Kohaku,49.28107123873706,-123.12179426645872,4.3,174,$$
Homer & Robson (Vancouver Public Library),Chambar,49.2801460007961,-123.109925328073,4.2,1630,$$
Homer & Robson (Vancouver Public Library),Mount Everest Kitchen & Grill,49.28343057225757,-123.1142148824853,4.6,92,$$
Homer & Robson (Vancouver Public Library),Okeya Kyujiro,49.27581579131156,-123.1197521,4.9,24,No price available
Homer & Robson (Vancouver Public Library),Kokoro Tokyo Mazesoba,49.2833927,-123.115078,4.1,497,$$
Homer & Robson (Vancouver Public Library),Kosoo,49.28494,-123.12592,4.3,135,$$
